investor_id,avg_days_between_investments,is_at_risk
INV002124,52.1,True
INV002125,36.0,True
INV002126,71.0,True
INV002127,47.0,True
INV002128,87.6,True
INV002130,62.6,True
INV002131,65.9,True
INV002133,89.8,True
INV002134,45.1,True
INV002135,55.8,True
INV002137,31.7,False
INV002138,65.6,True
INV002139,66.7,True
INV002141,44.8,True
INV002142,52.4,True
INV002143,40.5,True
INV002149,31.9,False
INV002150,73.6,True
INV002151,53.7,True
INV002152,67.4,True
INV002153,45.2,True
INV002154,44.9,True
INV002155,59.7,True
INV002157,40.9,True
INV002158,61.4,True
INV002159,46.4,True
INV002161,64.1,True
INV002162,51.9,True
INV002164,58.2,True
INV002165,82.2,True
INV002166,82.7,True
INV002167,39.1,True
INV002170,65.8,True
INV002171,55.8,True
INV002174,86.0,True
INV002176,81.3,True
INV002177,43.8,True
INV002178,46.5,True
INV002179,42.3,True
INV002181,72.2,True
INV002182,40.1,True
INV002184,47.5,True
INV002185,28.8,False
INV002186,49.9,True
INV002187,44.2,True
INV002188,28.5,False
INV002189,43.6,True
INV002192,40.7,True
INV002195,48.8,True
INV002196,56.7,True
INV002198,33.6,False
INV002199,38.1,True
INV002200,83.6,True
INV002201,44.4,True
INV002202,54.8,True
INV002205,87.4,True
INV002206,43.8,True
INV002207,73.0,True
INV002208,42.8,True
INV002211,42.6,True
INV002212,58.4,True
INV002213,36.6,True
INV002214,42.1,True
INV002215,53.9,True
INV002216,48.0,True
INV002218,52.6,True
INV002219,49.9,True
INV002220,31.3,False
INV002223,82.6,True
INV002228,42.9,True
INV002229,44.7,True
INV002230,43.4,True
INV002232,38.5,True
INV002234,47.4,True
INV002235,69.8,True
INV002236,55.2,True
INV002237,41.8,True
INV002238,78.7,True
INV002239,75.5,True
INV002240,42.5,True
INV002241,47.8,True
INV002244,50.6,True
INV002245,37.3,True
INV002248,47.2,True
INV002249,31.4,False
INV002250,44.4,True
INV002251,52.2,True
INV002252,35.9,True
INV002256,75.6,True
INV002258,54.0,True
INV002259,39.6,True
INV002260,44.1,True
INV002261,46.9,True
INV002262,29.0,False
INV002264,53.9,True
INV002265,46.0,True
INV002267,51.8,True
INV002270,44.6,True
INV002271,47.0,True
INV002274,46.6,True
INV002275,43.7,True
INV002276,46.6,True
INV002277,38.5,True
INV002280,51.1,True
INV002281,96.6,True
INV002282,30.3,False
INV002284,40.7,True
INV002286,55.3,True
INV002287,50.2,True
INV002290,37.4,True
INV002292,39.9,True
INV002294,42.9,True
INV002295,42.7,True
INV002298,44.4,True
INV002299,53.5,True
INV002302,39.2,True
INV002304,34.8,False
INV002306,69.6,True
INV002307,68.4,True
INV002308,40.2,True
INV002310,58.2,True
INV002311,46.8,True
INV002315,39.2,True
INV002319,36.0,True
INV002322,39.6,True
INV002323,56.5,True
INV002324,40.1,True
INV002326,45.9,True
INV002327,45.5,True
INV002328,68.5,True
INV002329,35.9,True
INV002332,60.1,True
INV002333,72.4,True
INV002338,82.8,True
INV002339,61.2,True
INV002341,47.4,True
INV002342,49.5,True
INV002343,42.0,True
INV002344,62.6,True
INV002345,49.1,True
INV002346,86.6,True
INV002347,40.5,True
INV002348,44.3,True
INV002349,42.9,True
INV002350,53.7,True
INV002351,43.1,True
INV002353,51.8,True
INV002357,39.1,True
INV002360,40.8,True
INV002361,49.9,True
INV002363,59.1,True
INV002364,54.0,True
INV002365,51.3,True
INV002367,51.3,True
INV002368,33.4,False
INV002369,52.6,True
INV002370,60.1,True
INV002372,59.5,True
INV002373,44.6,True
INV002374,39.9,True
INV002378,67.2,True
INV002381,77.2,True
INV002382,38.6,True
INV002384,36.4,True
INV002387,57.0,True
INV002388,43.9,True
INV002389,41.5,True
INV002390,71.3,True
INV002391,23.7,False
INV002392,82.0,True
INV002393,49.8,True
INV002394,53.8,True
INV002395,97.0,True
INV002397,51.7,True
INV002399,40.4,True
INV002400,44.5,True
INV002401,41.4,True
INV002402,47.4,True
INV002407,46.3,True
INV002409,35.4,True
INV002412,75.5,True
INV002413,41.1,True
INV002414,84.5,True
INV002415,40.2,True
INV002416,62.2,True
INV002417,55.6,True
INV002418,65.4,True
INV002420,43.0,True
INV002422,41.2,True
INV002424,53.0,True
INV002426,68.2,True
INV002427,32.5,False
INV002429,56.1,True
INV002430,46.0,True
INV002431,66.0,True
INV002434,73.5,True
INV002437,32.8,False
INV002440,74.6,True
INV002444,34.1,False
INV002445,34.9,False
INV002446,83.8,True
INV002452,47.2,True
INV002453,37.8,True
INV002454,46.3,True
INV002458,36.2,True
INV002459,42.2,True
INV002461,87.8,True
INV002463,79.5,True
INV002464,33.0,False
INV002466,44.0,True
INV002467,42.6,True
INV002468,55.2,True
INV002469,41.9,True
INV002471,34.9,False
INV002472,47.1,True
INV002473,62.0,True
INV002475,44.7,True
INV002476,53.8,True
INV002483,61.3,True
INV002485,33.7,False
INV002486,47.5,True
INV002488,58.3,True
INV002490,54.4,True
INV002495,51.3,True
INV002496,44.2,True
INV002497,42.8,True
INV002499,56.4,True
INV002500,43.2,True
INV002502,77.0,True
INV002503,47.5,True
INV002504,53.0,True
INV002506,55.0,True
INV002507,83.2,True
INV002508,51.6,True
INV002509,29.0,False
INV002510,45.5,True
INV002520,43.1,True
INV002521,56.4,True
INV002523,45.6,True
INV002526,42.1,True
INV002527,29.8,False
INV002528,74.4,True
INV002529,81.6,True
INV002530,62.5,True
INV002531,50.9,True
INV002533,60.7,True
INV002535,36.1,True
INV002536,71.8,True
INV002540,67.6,True
INV002542,57.8,True
INV002543,40.7,True
INV002546,55.9,True
INV002547,49.4,True
INV002548,79.8,True
INV002549,60.1,True
INV002551,59.4,True
INV002552,39.5,True
INV002553,34.0,False
INV002554,68.6,True
INV002555,53.8,True
INV002556,72.6,True
INV002557,50.4,True
INV002558,48.8,True
INV002560,79.3,True
INV002563,52.7,True
INV002565,55.3,True
INV002566,61.3,True
INV002567,46.9,True
INV002568,53.9,True
INV002570,37.1,True
INV002571,63.9,True
INV002572,44.7,True
INV002574,43.7,True
INV002575,44.9,True
INV002576,40.4,True
INV002579,34.0,False
INV002582,43.0,True
INV002583,65.3,True
INV002585,42.7,True
INV002586,72.7,True
INV002587,75.0,True
INV002588,53.4,True
INV002590,42.5,True
INV002591,48.1,True
INV002592,94.8,True
INV002594,55.4,True
INV002597,84.0,True
INV002598,41.1,True
INV002599,73.7,True
INV002602,42.0,True
INV002603,68.2,True
INV002604,79.2,True
INV002606,56.0,True
INV002607,61.8,True
INV002611,97.2,True
INV002613,44.5,True
INV002619,71.6,True
INV002621,73.0,True
INV002622,48.6,True
INV002625,78.4,True
INV002626,78.6,True
INV002627,60.7,True
INV002628,53.2,True
INV002630,53.0,True
INV002631,58.3,True
INV002632,45.9,True
INV002633,40.8,True
INV002634,23.3,False
INV002635,48.9,True
INV002637,76.6,True
INV002639,30.7,False
INV002640,38.2,True
INV002641,59.6,True
INV002642,48.1,True
INV002643,55.2,True
INV002645,40.1,True
INV002647,76.0,True
INV002648,77.3,True
INV002652,48.8,True
INV002654,43.3,True
INV002656,51.3,True
INV002658,100.8,True
INV002659,49.7,True
INV002664,57.2,True
INV002666,43.7,True
INV002668,43.5,True
INV002671,43.6,True
INV002673,50.6,True
INV002674,37.5,True
INV002675,40.6,True
INV002679,65.7,True
INV002681,83.7,True
INV002682,40.4,True
INV002684,43.3,True
INV002685,96.4,True
INV002687,45.7,True
INV002688,32.9,False
INV002689,35.0,False
INV002692,56.9,True
INV002693,32.5,False
INV002696,43.7,True
INV002697,51.9,True
INV002698,31.5,False
INV002700,59.9,True
INV002702,49.0,True
INV002704,37.6,True
INV002705,22.4,False
INV002706,47.3,True
INV002707,38.9,True
INV002708,43.8,True
INV002711,57.4,True
INV002712,42.5,True
INV002716,99.8,True
INV002718,66.8,True
INV002722,47.8,True
INV002723,37.8,True
INV002724,34.8,False
INV002725,93.0,True
INV002726,29.9,False
INV002727,70.3,True
INV002729,64.7,True
INV002732,49.5,True
INV002733,54.1,True
INV002734,80.8,True
INV002735,43.2,True
INV002736,42.9,True
INV002737,38.8,True
INV002740,79.0,True
INV002743,63.0,True
INV002744,52.9,True
INV002745,97.2,True
INV002746,47.6,True
INV002747,78.3,True
INV002748,70.8,True
INV002750,52.6,True
INV002751,48.7,True
INV002752,42.4,True
INV002753,37.2,True
INV002754,93.2,True
INV002758,56.8,True
INV002759,82.0,True
INV002761,44.0,True
INV002762,46.2,True
INV002764,53.3,True
INV002765,66.6,True
INV002766,33.6,False
INV002767,46.6,True
INV002769,49.2,True
INV002772,49.7,True
INV002774,76.0,True
INV002775,37.5,True
INV002776,72.4,True
INV002779,45.9,True
INV002783,44.6,True
INV002784,34.8,False
INV002785,91.6,True
INV002786,49.8,True
INV002787,56.7,True
INV002788,50.7,True
INV002793,50.9,True
INV002794,39.6,True
INV002796,68.8,True
INV002798,74.7,True
INV002799,55.1,True
INV002800,54.4,True
INV002801,80.8,True
INV002802,46.3,True
INV002803,39.1,True
INV002804,46.6,True
INV002808,45.9,True
INV002809,81.4,True
INV002810,25.1,False
INV002811,54.9,True
INV002813,36.8,True
INV002819,31.2,False
INV002822,46.3,True
INV002824,42.3,True
INV002826,57.2,True
INV002827,49.1,True
INV002828,42.2,True
INV002830,88.2,True
INV002831,54.1,True
INV002832,50.0,True
INV002834,52.9,True
INV002835,82.3,True
INV002838,48.9,True
INV002841,19.7,False
INV002843,44.4,True
INV002847,47.4,True
INV002849,28.2,False
INV002850,36.7,True
INV002852,43.2,True
INV002856,79.8,True
INV002859,51.0,True
INV002861,53.9,True
INV002862,65.4,True
INV002863,58.8,True
INV002864,48.6,True
INV002865,32.8,False
INV002867,89.0,True
INV002868,43.8,True
INV002869,64.1,True
INV002870,45.0,True
INV002872,85.6,True
INV002873,62.2,True
INV002874,96.4,True
INV002877,51.8,True
INV002879,43.6,True
INV002881,40.5,True
INV002883,48.0,True
INV002886,44.2,True
INV002888,68.0,True
INV002890,45.0,True
INV002891,56.6,True
INV002893,42.8,True
INV002894,90.0,True
INV002896,63.6,True
INV002897,57.3,True
INV002899,89.6,True
INV002900,65.5,True
INV002903,56.0,True
INV002904,47.9,True
INV002905,42.9,True
INV002906,48.7,True
INV002909,70.6,True
INV002911,51.1,True
INV002912,45.7,True
INV002913,47.1,True
INV002914,89.2,True
INV002915,43.1,True
INV002921,51.0,True
INV002924,26.8,False
INV002926,88.6,True
INV002927,47.3,True
INV002928,46.8,True
INV002929,59.5,True
INV002931,59.0,True
INV002932,44.9,True
INV002933,31.3,False
INV002934,34.7,False
INV002935,50.9,True
INV002937,44.8,True
INV002939,35.5,True
INV002940,74.5,True
INV002941,47.3,True
INV002942,41.5,True
INV002943,61.4,True
INV002944,70.2,True
INV002945,50.6,True
INV002947,50.4,True
INV002948,66.0,True
INV002950,41.3,True
INV002951,40.7,True
INV002954,45.7,True
INV002956,55.8,True
INV002957,76.5,True
INV002961,63.5,True
INV002964,52.5,True
INV002966,47.6,True
INV002969,24.9,False
INV002973,48.2,True
INV002974,36.6,True
INV002978,78.0,True
INV002979,64.5,True
INV002980,68.2,True
INV002982,71.8,True
INV002983,68.2,True
INV002984,53.1,True
INV002985,49.0,True
INV002989,43.3,True
INV002992,71.6,True
INV002993,57.6,True
INV002994,44.1,True
INV002996,43.3,True
INV002997,54.9,True
INV003000,67.0,True
INV003002,63.4,True
INV003003,46.6,True
INV003004,66.9,True
INV003005,37.2,True
INV003007,42.1,True
INV003008,54.7,True
INV003009,27.7,False
INV003010,77.0,True
INV003011,48.8,True
INV003012,46.6,True
INV003014,68.7,True
INV003015,45.6,True
INV003016,96.6,True
INV003017,73.2,True
INV003018,41.8,True
INV003021,68.9,True
INV003022,39.1,True
INV003024,26.7,False
INV003025,29.8,False
INV003027,71.0,True
INV003028,53.7,True
INV003031,62.6,True
INV003033,47.8,True
INV003034,61.3,True
INV003036,50.2,True
INV003037,43.4,True
INV003040,41.3,True
INV003041,47.3,True
INV003043,44.3,True
INV003044,53.4,True
INV003045,47.0,True
INV003047,44.6,True
INV003048,71.0,True
INV003049,54.4,True
INV003054,47.2,True
INV003055,68.3,True
INV003057,53.7,True
INV003058,42.2,True
INV003060,43.1,True
INV003061,59.6,True
INV003063,43.4,True
INV003065,48.8,True
INV003068,74.0,True
INV003069,46.1,True
INV003070,39.6,True
INV003073,42.9,True
INV003074,46.3,True
INV003075,40.2,True
INV003077,60.5,True
INV003078,60.6,True
INV003079,59.7,True
INV003082,36.1,True
INV003083,38.1,True
INV003086,50.0,True
INV003089,58.0,True
INV003091,40.7,True
INV003095,41.1,True
INV003097,39.9,True
INV003099,76.8,True
INV003100,59.3,True
INV003101,74.7,True
INV003102,48.9,True
INV003105,38.5,True
INV003110,52.1,True
INV003111,43.6,True
INV003112,76.3,True
INV003113,49.0,True
INV003115,40.0,True
INV003116,47.6,True
INV003117,42.4,True
INV003119,59.6,True
INV003120,61.7,True
INV003121,33.2,False
INV003123,58.4,True
INV003124,39.0,True
INV003125,68.3,True
INV003128,61.3,True
INV003129,74.4,True
INV003130,51.3,True
INV003134,42.1,True
INV003139,30.1,False
INV003140,36.3,True
INV003141,40.5,True
INV003144,49.5,True
INV003146,45.0,True
INV003150,69.4,True
INV003151,50.6,True
INV003153,44.6,True
INV003158,51.0,True
INV003159,62.4,True
INV003160,61.6,True
INV003161,49.9,True
INV003165,79.5,True
INV003166,88.6,True
INV003167,66.8,True
INV003168,62.1,True
INV003169,53.6,True
INV003171,66.7,True
INV003173,46.4,True
INV003174,50.1,True
INV003176,78.4,True
INV003178,41.0,True
INV003179,45.0,True
INV003184,93.6,True
INV003185,56.9,True
INV003187,58.2,True
INV003188,63.9,True
INV003189,41.8,True
INV003190,77.2,True
INV003191,42.6,True
INV003192,37.3,True
INV003193,48.3,True
INV003194,79.6,True
INV003196,68.9,True
INV003200,61.2,True
INV003201,62.4,True
INV003202,61.5,True
INV003203,53.6,True
INV003205,38.6,True
INV003206,66.9,True
INV003208,97.0,True
INV003209,55.7,True
INV003210,51.6,True
INV003211,45.9,True
INV003212,61.5,True
INV003214,46.8,True
INV003215,45.1,True
INV003218,70.3,True
INV003219,32.9,False
INV003220,38.4,True
INV003221,33.4,False
INV003222,54.3,True
INV003223,59.2,True
INV003224,51.2,True
INV003225,59.0,True
INV003226,63.2,True
INV003227,61.8,True
INV003228,52.6,True
INV003230,40.1,True
INV003231,55.3,True
INV003232,41.8,True
INV003234,60.4,True
INV003235,66.0,True
INV003236,48.3,True
INV003237,70.2,True
INV003238,51.3,True
INV003240,81.4,True
INV003242,46.7,True
INV003243,56.6,True
INV003244,64.6,True
INV003247,42.3,True
INV003248,58.9,True
INV003250,47.9,True
INV003252,67.6,True
INV003253,60.0,True
INV003254,37.0,True
INV003256,38.0,True
INV003257,42.0,True
INV003258,45.2,True
INV003260,55.9,True
INV003262,53.2,True
INV003263,81.2,True
INV003264,57.4,True
INV003267,53.1,True
INV003269,55.8,True
INV003270,27.9,False
INV003271,40.8,True
INV003273,47.8,True
INV003276,40.3,True
INV003277,45.4,True
INV003279,56.3,True
INV003287,41.7,True
INV003288,44.5,True
INV003289,37.0,True
INV003291,49.0,True
INV003294,54.0,True
INV003295,59.4,True
INV003296,42.0,True
INV003297,43.2,True
INV003298,40.1,True
INV003300,54.0,True
INV003301,52.8,True
INV003304,36.2,True
INV003306,58.9,True
INV003308,45.4,True
INV003310,42.4,True
INV003311,40.0,True
INV003313,61.4,True
INV003314,55.1,True
INV003315,77.4,True
INV003317,37.3,True
INV003320,34.5,False
INV003321,70.3,True
INV003324,67.0,True
INV003325,63.1,True
INV003329,50.5,True
INV003331,76.2,True
INV003332,69.8,True
INV003336,62.0,True
INV003338,32.3,False
INV003340,49.2,True
INV003341,56.0,True
INV003342,41.7,True
INV003343,47.5,True
INV003344,39.4,True
INV003345,56.8,True
INV003346,64.8,True
INV003347,59.6,True
INV003350,77.0,True
INV003351,45.0,True
INV003352,54.3,True
INV003354,42.4,True
INV003355,60.6,True
INV003357,44.6,True
INV003359,46.3,True
INV003360,37.8,True
INV003363,61.8,True
INV003366,43.6,True
INV003369,78.6,True
INV003370,54.3,True
INV003372,33.0,False
INV003373,45.5,True
INV003374,57.6,True
INV003375,51.3,True
INV003376,47.8,True
INV003377,71.5,True
INV003379,41.0,True
INV003380,42.7,True
INV003381,37.7,True
INV003382,39.0,True
INV003387,52.1,True
INV003388,39.1,True
INV003389,54.9,True
INV003391,38.8,True
INV003393,49.6,True
INV003394,84.2,True
INV003395,44.8,True
INV003396,82.3,True
INV003398,39.8,True
INV003399,77.8,True
INV003401,40.9,True
INV003402,94.6,True
INV003403,61.9,True
INV003404,40.7,True
INV003405,43.0,True
INV003406,37.5,True
INV003407,52.7,True
INV003408,49.1,True
INV003409,37.7,True
INV003410,64.4,True
INV003411,45.0,True
INV003412,28.6,False
INV003415,54.0,True
INV003419,30.3,False
INV003420,66.7,True
INV003421,83.6,True
INV003422,72.6,True
INV003423,83.8,True
INV003424,39.9,True
INV003426,37.3,True
INV003427,56.5,True
INV003428,53.9,True
INV003429,51.1,True
INV003430,61.2,True
INV003431,42.9,True
INV003432,52.6,True
INV003435,51.6,True
INV003436,46.2,True
INV003437,45.9,True
INV003438,55.2,True
INV003448,40.6,True
INV003449,51.9,True
INV003450,39.0,True
INV003452,25.6,False
INV003455,31.7,False
INV003457,45.4,True
INV003458,54.2,True
INV003459,40.9,True
INV003460,52.4,True
INV003462,61.9,True
INV003463,80.4,True
INV003469,40.0,True
INV003473,79.8,True
INV003475,56.0,True
INV003477,69.5,True
INV003478,50.3,True
INV003479,46.0,True
INV003480,37.5,True
INV003484,61.5,True
INV003487,40.7,True
INV003491,43.0,True
INV003492,69.1,True
INV003494,43.1,True
INV003495,40.3,True
INV003496,49.6,True
INV003503,66.9,True
INV003505,64.0,True
INV003506,51.1,True
INV003509,44.3,True
INV003511,44.5,True
INV003513,45.8,True
INV003514,44.6,True
INV003518,39.6,True
INV003521,58.8,True
INV003524,41.8,True
INV003525,46.1,True
INV003526,44.1,True
INV003527,81.4,True
INV003528,46.9,True
INV003530,42.5,True
INV003531,37.2,True
INV003532,78.5,True
INV003533,40.0,True
INV003534,39.4,True
INV003535,68.0,True
INV003536,51.6,True
INV003537,58.4,True
INV003539,63.9,True
INV003540,87.8,True
INV003541,56.6,True
INV003543,37.5,True
INV003545,56.6,True
INV003546,58.9,True
INV003552,85.8,True
INV003553,40.5,True
INV003554,38.9,True
INV003556,55.4,True
INV003557,41.8,True
INV003558,34.9,False
INV003559,48.3,True
INV003561,51.7,True
INV003562,60.4,True
INV003563,49.3,True
INV003564,49.7,True
INV003565,62.7,True
INV003566,70.3,True
INV003567,65.7,True
INV003568,27.4,False
INV003569,68.2,True
INV003571,99.6,True
INV003572,86.8,True
INV003573,48.7,True
INV003574,98.0,True
INV003579,57.4,True
INV003580,43.6,True
INV003581,45.8,True
INV003582,31.4,False
INV003586,39.6,True
INV003587,57.3,True
INV003590,71.0,True
INV003592,42.2,True
INV003593,48.9,True
INV003594,77.0,True
INV003597,45.9,True
INV003598,47.6,True
INV003599,26.8,False
INV003600,70.8,True
INV003601,46.6,True
INV003602,69.6,True
INV003604,56.4,True
INV003607,50.3,True
INV003608,49.2,True
INV003609,75.2,True
INV003611,41.3,True
INV003612,45.8,True
INV003613,52.4,True
INV003614,60.8,True
INV003616,67.7,True
INV003619,60.4,True
INV003620,92.6,True
INV003625,31.2,False
INV003626,44.9,True
INV003627,39.4,True
INV003630,39.4,True
INV003633,44.9,True
INV003634,45.3,True
INV003635,47.1,True
INV003636,95.0,True
INV003637,50.4,True
INV003638,29.0,False
INV003639,67.0,True
INV003641,52.1,True
INV003642,35.6,True
INV003643,55.4,True
INV003644,64.0,True
INV003645,52.9,True
INV003647,54.2,True
INV003648,64.8,True
INV003649,50.4,True
INV003650,32.9,False
INV003651,50.7,True
INV003654,51.9,True
INV003655,40.7,True
INV003656,63.3,True
INV003658,55.0,True
INV003660,43.9,True
INV003661,48.6,True
INV003663,64.7,True
INV003666,38.4,True
INV003669,35.7,True
INV003670,49.6,True
INV003671,38.6,True
INV003672,43.7,True
INV003673,48.2,True
INV003674,43.5,True
INV003675,47.4,True
INV003677,62.0,True
INV003678,42.2,True
INV003680,68.5,True
INV003681,40.8,True
INV003683,66.0,True
INV003684,61.4,True
INV003685,50.2,True
INV003686,43.9,True
INV003691,72.1,True
INV003693,47.6,True
INV003695,42.0,True
INV003696,68.3,True
INV003697,43.0,True
INV003698,42.6,True
INV003702,72.7,True
INV003705,50.5,True
INV003707,67.9,True
INV003708,33.0,False
INV003709,65.4,True
INV003710,65.5,True
INV003711,51.6,True
INV003712,41.0,True
INV003713,48.9,True
INV003716,69.8,True
INV003717,51.9,True
INV003718,68.1,True
INV003720,42.5,True
INV003722,43.2,True
INV003723,47.1,True
INV003724,42.7,True
INV003731,41.5,True
INV003732,42.5,True
INV003733,49.3,True
INV003734,48.1,True
INV003735,38.1,True
INV003736,42.1,True
INV003737,53.6,True
INV003738,41.4,True
INV003739,58.3,True
INV003740,31.1,False
INV003741,50.8,True
INV003743,63.4,True
INV003744,45.5,True
INV003745,35.4,True
INV003747,63.3,True
INV003748,36.9,True
INV003750,90.8,True
INV003751,80.2,True
INV003756,55.1,True
INV003757,61.4,True
INV003761,40.3,True
INV003762,51.7,True
INV003765,78.5,True
INV003766,45.0,True
INV003767,39.4,True
INV003769,65.6,True
INV003771,45.5,True
INV003772,36.8,True
INV003773,75.8,True
INV003775,50.9,True
INV003778,51.0,True
INV003779,54.6,True
INV003780,44.7,True
INV003781,40.9,True
INV003782,45.3,True
INV003783,45.1,True
INV003785,61.8,True
INV003787,46.0,True
INV003788,89.4,True
INV003789,70.3,True
INV003791,47.1,True
INV003792,42.3,True
INV003793,54.2,True
INV003794,38.5,True
INV003795,36.9,True
INV003797,67.1,True
INV003798,57.5,True
INV003799,63.1,True
INV003801,71.6,True
INV003803,76.3,True
INV003806,69.2,True
INV003808,45.7,True
INV003809,73.8,True
INV003810,62.3,True
INV003811,48.9,True
INV003812,39.7,True
INV003813,58.7,True
INV003815,42.2,True
INV003817,85.8,True
INV003821,79.3,True
INV003822,41.1,True
INV003823,47.8,True
INV003824,39.0,True
INV003825,58.0,True
INV003828,25.0,False
INV003829,40.2,True
INV003830,47.3,True
INV003832,61.6,True
INV003833,39.4,True
INV003834,68.2,True
INV003835,61.3,True
INV003836,70.0,True
INV003844,44.0,True
INV003846,70.0,True
INV003847,43.8,True
INV003848,43.5,True
INV003849,55.1,True
INV003851,38.0,True
INV003853,57.2,True
INV003855,62.8,True
INV003857,50.3,True
INV003860,49.8,True
INV003862,45.9,True
INV003865,56.8,True
INV003868,54.8,True
INV003872,36.3,True
INV003874,47.1,True
INV003876,50.0,True
INV003877,49.8,True
INV003880,68.6,True
INV003882,69.3,True
INV003883,30.7,False
INV003885,59.7,True
INV003887,53.0,True
INV003888,53.7,True
INV003892,45.2,True
INV003894,54.9,True
INV003896,59.0,True
INV003897,71.6,True
INV003899,52.2,True
INV003901,41.7,True
INV003902,54.1,True
INV003903,35.2,True
INV003905,62.5,True
INV003906,49.6,True
INV003907,48.4,True
INV003908,47.1,True
INV003909,51.4,True
INV003910,54.4,True
INV003911,64.6,True
INV003912,58.9,True
INV003913,61.4,True
INV003916,41.8,True
INV003918,39.5,True
INV003920,42.5,True
INV003925,68.3,True
INV003926,68.3,True
INV003936,41.0,True
INV003938,38.3,True
INV003940,41.8,True
INV003942,70.3,True
INV003943,34.0,False
INV003945,41.7,True
INV003946,53.1,True
INV003947,56.5,True
INV003948,32.8,False
INV003951,61.6,True
INV003952,43.6,True
INV003957,50.0,True
INV003958,42.8,True
INV003960,76.0,True
INV003961,47.3,True
INV003962,48.1,True
INV003964,41.9,True
INV003967,63.5,True
INV003968,51.3,True
INV003970,48.1,True
INV003972,52.6,True
INV003973,52.0,True
INV003974,44.5,True
INV003975,41.6,True
INV003977,61.7,True
INV003978,53.0,True
INV003979,35.6,True
INV003981,45.1,True
INV003982,62.2,True
INV003985,77.5,True
INV003986,61.2,True
INV003987,52.0,True
INV003989,50.9,True
INV003992,84.6,True
INV003995,50.6,True
INV003996,59.5,True
INV003997,59.9,True
INV004001,33.2,False
INV004003,43.4,True
INV004004,34.2,False
INV004005,49.9,True
INV004006,29.6,False
INV004007,46.2,True
INV004009,49.7,True
INV004011,70.3,True
INV004014,49.5,True
INV004015,47.1,True
INV004017,31.3,False
INV004018,80.3,True
INV004019,69.9,True
INV004023,52.0,True
INV004024,36.1,True
INV004025,62.2,True
INV004026,63.0,True
INV004028,45.2,True
INV004030,70.1,True
INV004032,55.6,True
INV004033,56.2,True
INV004036,61.6,True
INV004037,53.3,True
INV004038,44.3,True
INV004040,72.0,True
INV004044,80.6,True
INV004045,45.5,True
INV004049,32.3,False
INV004050,56.0,True
INV004051,48.7,True
INV004052,80.7,True
INV004058,83.8,True
INV004063,36.0,True
INV004064,41.6,True
INV004066,50.1,True
INV004067,53.0,True
INV004069,48.5,True
INV004070,36.9,True
INV004071,75.2,True
INV004073,62.5,True
INV004075,69.5,True
INV004076,76.2,True
INV004078,53.4,True
INV004079,50.7,True
INV004080,62.7,True
INV004084,51.2,True
INV004085,51.7,True
INV004089,49.2,True
INV004091,41.4,True
INV004094,66.0,True
INV004096,48.5,True
INV004098,41.6,True
INV004099,38.1,True
INV004100,38.9,True
INV004102,79.8,True
INV004104,53.1,True
INV004106,55.8,True
INV004108,52.5,True
INV004109,68.3,True
INV004110,66.0,True
INV004112,34.5,False
INV004114,31.5,False
INV004116,49.4,True
INV004117,20.2,False
INV004118,49.9,True
INV004119,64.0,True
INV004123,85.0,True
INV004124,43.9,True
INV004125,44.8,True
INV004127,63.2,True
INV004128,45.0,True
INV004130,65.7,True
INV004131,65.5,True
INV004132,78.2,True
INV004134,39.3,True
INV004135,41.0,True
INV004137,19.4,False
INV004138,48.4,True
INV004140,68.6,True
INV004142,60.5,True
INV004143,53.9,True
INV004145,33.1,False
INV004146,49.0,True
INV004147,61.0,True
INV004148,50.9,True
INV004149,61.5,True
INV004151,45.1,True
INV004152,60.8,True
INV004153,42.0,True
INV004154,46.7,True
INV004161,88.8,True
INV004163,46.5,True
INV004165,69.3,True
INV004172,49.0,True
INV004173,71.3,True
INV004174,60.5,True
INV004175,67.9,True
INV004177,35.3,True
INV004179,39.6,True
INV004181,66.7,True
INV004184,40.2,True
INV004185,49.8,True
INV004190,72.6,True
INV004191,48.7,True
INV004196,52.2,True
INV004199,48.5,True
INV004201,43.2,True
INV004202,47.6,True
INV004203,51.8,True
INV004204,72.0,True
INV004205,51.5,True
INV004208,45.9,True
INV004210,48.8,True
INV004212,52.0,True
INV004216,70.3,True
INV004222,58.0,True
INV004223,43.4,True
INV004224,43.8,True
INV004225,43.7,True
INV004226,53.4,True
INV004228,48.2,True
INV004230,53.6,True
INV004231,39.6,True
INV004232,32.5,False
INV004233,70.5,True
INV004237,65.6,True
INV004239,53.5,True
INV004241,43.9,True
INV004243,38.6,True
INV004246,45.2,True
INV004247,59.4,True
INV004248,62.9,True
INV004250,74.4,True
INV004252,58.1,True
INV004253,100.8,True
INV004254,59.8,True
INV004257,89.2,True
INV004258,43.2,True
INV004262,73.0,True
INV004263,91.2,True
INV004264,53.7,True
INV004265,70.2,True
INV004266,37.1,True
INV004267,38.4,True
INV004268,73.7,True
INV004270,49.5,True
INV004271,41.5,True
INV004272,35.0,False
INV004273,75.8,True
INV004274,48.2,True
INV004276,20.2,False
INV004278,34.2,False
INV004279,35.2,True
INV004280,72.7,True
INV004281,45.3,True
INV004282,48.6,True
INV004283,35.5,True
INV004285,46.6,True
INV004287,45.6,True
INV004288,41.7,True
INV004289,41.7,True
INV004290,44.6,True
INV004293,48.4,True
INV004294,63.1,True
