investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV001951,2024-02-15,148568,Redemption,423132.0,Punjab,Chandigarh,T30,26-35,Male,10.6,Mandate,Verified
INV001618,2024-02-15,101208,SIP,812.0,Karnataka,Bangalore,T30,56+,Female,28.0,Net Banking,Pending
INV003935,2024-02-15,149322,SIP,7471.0,Rajasthan,Udaipur,B30,26-35,Male,7.6,UPI,Verified
INV002515,2024-02-15,119093,Lumpsum,236742.0,West Bengal,Kolkata,T30,56+,Female,73.9,UPI,Pending
INV003285,2024-02-15,100016,Redemption,240171.0,Maharashtra,Pune,T30,36-45,Male,24.0,UPI,Verified
INV001096,2024-02-15,119599,Lumpsum,292567.0,Punjab,Chandigarh,T30,26-35,Male,24.5,UPI,Verified
INV004465,2024-02-15,118633,Lumpsum,87516.0,Gujarat,Surat,T30,26-35,Male,14.2,Cheque,Verified
INV000621,2024-02-15,100016,SIP,49784.0,Rajasthan,Udaipur,B30,56+,Female,45.8,Cheque,Verified
INV001955,2024-02-15,119598,SIP,13420.0,Madhya Pradesh,Bhopal,B30,26-35,Female,16.4,Net Banking,Verified
INV002937,2024-02-15,148568,SIP,2816.0,Rajasthan,Jaipur,T30,56+,Male,64.5,Mandate,Verified
INV003289,2024-02-15,148567,SIP,16755.0,Uttar Pradesh,Lucknow,T30,26-35,Male,11.2,Mandate,Verified
INV003260,2024-02-15,119551,SIP,1645.0,Madhya Pradesh,Indore,T30,18-25,Male,7.9,UPI,Verified
INV003231,2024-02-15,119095,SIP,24872.0,Haryana,Gurugram,T30,26-35,Male,9.1,UPI,Verified
INV002214,2024-02-15,101208,Lumpsum,425118.0,Delhi,Gurugram,T30,36-45,Female,50.5,Net Banking,Verified
INV004749,2024-02-15,102886,Redemption,252788.0,Karnataka,Bangalore,T30,56+,Male,45.5,Cheque,Verified
INV004067,2024-02-15,118635,Lumpsum,128436.0,Delhi,Gurugram,T30,26-35,Male,8.5,Cheque,Verified
INV000124,2024-02-15,102887,SIP,2540.0,Punjab,Amritsar,B30,36-45,Female,46.2,Net Banking,Verified
INV000974,2024-02-15,101207,Lumpsum,199233.0,Maharashtra,Mumbai,T30,46-55,Male,88.6,Cheque,Verified
INV002827,2024-02-15,119093,SIP,924.0,Karnataka,Mysore,B30,36-45,Female,58.1,Mandate,Verified
INV001708,2024-02-15,102887,Redemption,109238.0,Haryana,Faridabad,B30,18-25,Male,7.7,Net Banking,Verified
INV000328,2024-02-15,148568,Redemption,79791.0,Madhya Pradesh,Bhopal,B30,26-35,Male,19.6,UPI,Verified
INV004903,2024-02-15,119093,SIP,4043.0,Karnataka,Bangalore,T30,26-35,Male,11.4,Cheque,Verified
INV004655,2024-02-15,120506,SIP,3112.0,Telangana,Hyderabad,T30,36-45,Male,19.7,Mandate,Verified
INV002724,2024-02-15,148567,SIP,1827.0,Rajasthan,Udaipur,B30,36-45,Male,26.3,Cheque,Verified
INV002017,2024-02-15,101207,Lumpsum,399239.0,Karnataka,Mysore,B30,26-35,Female,15.0,UPI,Verified
INV001259,2024-02-15,119599,SIP,2857.0,Telangana,Hyderabad,T30,26-35,Female,10.6,Mandate,Verified
INV001008,2024-02-15,119551,Lumpsum,476748.0,Rajasthan,Udaipur,B30,46-55,Male,85.8,Mandate,Verified
INV001470,2024-02-15,120506,SIP,53880.0,Haryana,Gurugram,T30,36-45,Male,26.2,Mandate,Pending
INV000133,2024-02-15,102885,SIP,14091.0,Karnataka,Bangalore,T30,26-35,Female,11.5,Cheque,Verified
INV000736,2024-02-15,125498,Lumpsum,435694.0,Haryana,Faridabad,B30,36-45,Female,39.4,Mandate,Verified
INV001579,2024-02-15,119093,SIP,43231.0,Karnataka,Bangalore,T30,46-55,Male,71.1,Net Banking,Pending
INV001001,2024-02-15,120506,SIP,47716.0,Madhya Pradesh,Indore,T30,26-35,Female,20.7,Mandate,Verified
INV000791,2024-02-15,118633,SIP,17916.0,Madhya Pradesh,Bhopal,B30,26-35,Male,18.4,Mandate,Verified
INV003361,2024-02-15,119093,SIP,519.0,Madhya Pradesh,Indore,T30,36-45,Male,19.9,Cheque,Verified
INV004177,2024-02-15,120503,SIP,13512.0,Tamil Nadu,Coimbatore,B30,26-35,Male,14.7,UPI,Verified
INV003642,2024-02-15,119092,SIP,2439.0,Haryana,Faridabad,B30,18-25,Male,3.1,Mandate,Verified
INV001782,2024-02-15,120843,Lumpsum,21175.0,Uttar Pradesh,Agra,B30,36-45,Female,47.5,Net Banking,Verified
INV004357,2024-02-15,101208,SIP,2846.0,Delhi,Gurugram,T30,46-55,Female,55.6,Mandate,Pending
INV001358,2024-02-15,102887,SIP,3401.0,Rajasthan,Jaipur,T30,26-35,Male,14.8,Mandate,Pending
INV004359,2024-02-15,119095,SIP,2836.0,Delhi,New Delhi,T30,26-35,Male,9.4,Mandate,Verified
INV001044,2024-02-15,120842,Lumpsum,219249.0,Gujarat,Surat,T30,26-35,Male,14.5,UPI,Verified
INV003129,2024-02-15,120507,Redemption,413431.0,Haryana,Gurugram,T30,36-45,Female,33.4,UPI,Verified
INV002629,2024-02-15,120843,SIP,1886.0,Karnataka,Mysore,B30,36-45,Male,32.9,Mandate,Verified
INV004339,2024-02-15,119093,Redemption,321782.0,Uttar Pradesh,Lucknow,T30,26-35,Female,7.3,Mandate,Verified
INV003634,2024-02-15,102885,SIP,2772.0,Punjab,Chandigarh,T30,46-55,Female,87.5,Net Banking,Verified
INV004712,2024-02-15,120504,Redemption,565306.0,Uttar Pradesh,Kanpur,B30,36-45,Male,55.7,UPI,Verified
INV000150,2024-02-15,119094,SIP,2648.0,Karnataka,Mysore,B30,18-25,Male,3.5,Cheque,Verified
INV002859,2024-02-15,148569,SIP,6936.0,Madhya Pradesh,Indore,T30,26-35,Male,20.1,Mandate,Verified
INV003476,2024-02-15,119120,Lumpsum,310387.0,Punjab,Chandigarh,T30,18-25,Male,5.1,Net Banking,Verified
INV001498,2024-02-15,120506,Lumpsum,356013.0,Gujarat,Ahmedabad,T30,36-45,Male,34.7,Cheque,Verified
INV000261,2024-02-15,120505,SIP,11241.0,Gujarat,Ahmedabad,T30,18-25,Male,3.5,Cheque,Verified
INV002529,2024-02-15,119094,SIP,22162.0,Maharashtra,Mumbai,T30,18-25,Female,5.3,Mandate,Verified
INV000339,2024-02-15,101208,SIP,952.0,Uttar Pradesh,Kanpur,B30,26-35,Male,22.3,UPI,Verified
INV000943,2024-02-15,120841,SIP,514.0,West Bengal,Kolkata,T30,18-25,Male,5.8,UPI,Verified
INV004293,2024-02-15,125498,Redemption,18433.0,Rajasthan,Jaipur,T30,36-45,Male,54.9,Net Banking,Verified
INV004205,2024-02-15,120507,Lumpsum,148157.0,Telangana,Hyderabad,T30,56+,Female,56.9,Net Banking,Verified
INV004135,2024-02-15,100033,SIP,532.0,Tamil Nadu,Coimbatore,B30,26-35,Female,18.7,Net Banking,Verified
INV003878,2024-02-15,125497,SIP,10059.0,Haryana,Gurugram,T30,56+,Male,27.9,Mandate,Pending
INV001419,2024-02-15,125497,SIP,26006.0,Delhi,New Delhi,T30,26-35,Male,7.1,Mandate,Verified
INV001993,2024-02-15,101208,SIP,3438.0,Uttar Pradesh,Agra,B30,36-45,Female,44.2,Mandate,Verified
INV004847,2024-02-15,149322,SIP,27233.0,Maharashtra,Pune,T30,26-35,Female,7.0,Cheque,Verified
INV001765,2024-02-15,118635,SIP,4131.0,Uttar Pradesh,Kanpur,B30,46-55,Male,95.2,Mandate,Verified
INV000779,2024-02-15,118632,Lumpsum,289248.0,Gujarat,Ahmedabad,T30,36-45,Male,35.3,UPI,Verified
INV000244,2024-02-15,102887,Lumpsum,257688.0,Telangana,Hyderabad,T30,26-35,Male,24.9,Net Banking,Verified
INV004115,2024-02-15,120507,SIP,44316.0,Madhya Pradesh,Indore,T30,56+,Male,69.9,UPI,Pending
INV000204,2024-02-16,149322,Lumpsum,73659.0,Punjab,Chandigarh,T30,36-45,Male,17.7,UPI,Verified
INV004128,2024-02-16,120843,SIP,3579.0,Haryana,Faridabad,B30,18-25,Male,3.3,Net Banking,Pending
INV000768,2024-02-16,118635,Redemption,200931.0,Delhi,Noida,T30,56+,Male,12.2,Cheque,Verified
INV000774,2024-02-16,148569,SIP,2452.0,Telangana,Hyderabad,T30,36-45,Male,34.9,Mandate,Verified
INV001792,2024-02-16,100033,SIP,837.0,Gujarat,Ahmedabad,T30,26-35,Female,18.8,Mandate,Verified
INV003780,2024-02-16,120844,SIP,2909.0,Haryana,Faridabad,B30,26-35,Male,10.1,Mandate,Verified
INV002429,2024-02-16,149324,SIP,26206.0,Rajasthan,Udaipur,B30,26-35,Male,11.2,Mandate,Verified
INV001625,2024-02-16,119552,SIP,1047.0,Uttar Pradesh,Kanpur,B30,46-55,Female,78.2,Net Banking,Verified
INV004652,2024-02-16,100033,SIP,3287.0,Gujarat,Surat,T30,56+,Male,42.9,UPI,Verified
INV003354,2024-02-16,119120,SIP,4646.0,Punjab,Chandigarh,T30,46-55,Male,48.5,Mandate,Verified
INV000492,2024-02-16,120505,SIP,27584.0,Telangana,Hyderabad,T30,36-45,Male,12.4,Cheque,Verified
INV003105,2024-02-16,120504,SIP,829.0,Rajasthan,Jaipur,T30,18-25,Female,6.0,UPI,Verified
INV000124,2024-02-16,118632,SIP,5993.0,Punjab,Amritsar,B30,36-45,Female,46.2,UPI,Verified
INV002490,2024-02-16,118633,Lumpsum,329596.0,Gujarat,Surat,T30,36-45,Female,28.1,Mandate,Verified
INV004958,2024-02-16,148569,SIP,11908.0,Maharashtra,Mumbai,T30,36-45,Male,20.9,UPI,Pending
INV002212,2024-02-16,120503,Lumpsum,165658.0,Telangana,Hyderabad,T30,36-45,Male,26.4,UPI,Verified
INV000612,2024-02-16,149324,SIP,810.0,Punjab,Amritsar,B30,18-25,Male,6.3,Net Banking,Verified
INV002613,2024-02-16,119599,SIP,2867.0,Karnataka,Bangalore,T30,46-55,Female,44.3,Mandate,Verified
INV003424,2024-02-16,119120,SIP,2999.0,Madhya Pradesh,Indore,T30,26-35,Female,19.7,Cheque,Verified
INV003227,2024-02-16,120503,Lumpsum,105902.0,Maharashtra,Mumbai,T30,36-45,Male,41.8,Net Banking,Verified
INV003083,2024-02-16,118634,SIP,5275.0,Madhya Pradesh,Bhopal,B30,56+,Female,41.3,Mandate,Verified
INV002013,2024-02-16,119095,SIP,1957.0,Rajasthan,Jaipur,T30,46-55,Male,30.2,Mandate,Pending
INV003687,2024-02-16,102887,SIP,2362.0,Tamil Nadu,Chennai,T30,36-45,Male,21.8,Net Banking,Verified
INV004668,2024-02-16,119093,Lumpsum,86460.0,Gujarat,Ahmedabad,T30,26-35,Male,6.4,Mandate,Verified
INV000026,2024-02-16,120505,Lumpsum,215448.0,West Bengal,Kolkata,T30,36-45,Male,29.5,UPI,Verified
INV001565,2024-02-16,119598,Lumpsum,87831.0,West Bengal,Kolkata,T30,26-35,Female,7.7,Mandate,Verified
INV001449,2024-02-16,148567,SIP,11906.0,Gujarat,Ahmedabad,T30,36-45,Male,45.2,UPI,Verified
INV001094,2024-02-16,101206,Redemption,269304.0,Haryana,Gurugram,T30,26-35,Male,21.6,Mandate,Verified
INV004242,2024-02-16,120844,SIP,13057.0,Punjab,Amritsar,B30,26-35,Male,14.9,UPI,Verified
INV003503,2024-02-16,148567,Redemption,175851.0,Karnataka,Mysore,B30,36-45,Male,26.3,Mandate,Verified
INV003154,2024-02-16,149322,SIP,2567.0,Karnataka,Mysore,B30,26-35,Female,17.7,UPI,Verified
INV002803,2024-02-16,101207,SIP,2948.0,Uttar Pradesh,Agra,B30,36-45,Male,31.9,UPI,Verified
INV004747,2024-02-16,120505,SIP,11780.0,Punjab,Amritsar,B30,36-45,Male,23.4,Net Banking,Verified
INV002230,2024-02-16,149323,Redemption,371251.0,Delhi,Noida,T30,36-45,Male,21.7,Net Banking,Verified
INV002574,2024-02-16,119552,SIP,8490.0,Maharashtra,Nashik,B30,26-35,Male,11.1,Net Banking,Verified
INV000442,2024-02-16,101206,SIP,2408.0,Delhi,Noida,T30,26-35,Male,16.2,Mandate,Verified
INV000603,2024-02-16,102886,SIP,504.0,West Bengal,Kolkata,T30,26-35,Male,17.3,Net Banking,Verified
INV004381,2024-02-16,119120,SIP,7159.0,West Bengal,Kolkata,T30,46-55,Female,27.2,UPI,Pending
INV003054,2024-02-16,120841,Redemption,94441.0,Telangana,Hyderabad,T30,56+,Female,77.1,Mandate,Verified
INV004420,2024-02-16,101206,SIP,46360.0,Haryana,Gurugram,T30,36-45,Male,14.6,Net Banking,Verified
INV001322,2024-02-16,118635,Lumpsum,330650.0,Uttar Pradesh,Lucknow,T30,26-35,Female,10.5,UPI,Verified
INV000550,2024-02-16,125497,SIP,2825.0,Rajasthan,Udaipur,B30,26-35,Male,6.7,Mandate,Verified
INV004763,2024-02-16,101208,Redemption,379401.0,Karnataka,Bangalore,T30,46-55,Female,19.6,Mandate,Verified
INV003224,2024-02-16,119120,Lumpsum,226890.0,Punjab,Amritsar,B30,26-35,Male,16.0,Net Banking,Verified
INV001826,2024-02-16,149322,Lumpsum,385518.0,Punjab,Amritsar,B30,18-25,Male,4.7,Cheque,Verified
INV004529,2024-02-16,118636,SIP,50762.0,Uttar Pradesh,Kanpur,B30,18-25,Male,6.3,UPI,Verified
INV003432,2024-02-16,148569,SIP,4654.0,Uttar Pradesh,Agra,B30,56+,Female,11.2,Cheque,Verified
INV000501,2024-02-16,102887,SIP,20366.0,Punjab,Chandigarh,T30,18-25,Male,4.0,Mandate,Verified
INV002497,2024-02-16,118636,SIP,2413.0,Telangana,Hyderabad,T30,26-35,Female,13.0,UPI,Verified
INV004346,2024-02-16,118632,Redemption,59420.0,Tamil Nadu,Coimbatore,B30,26-35,Male,19.4,UPI,Verified
INV003660,2024-02-16,119092,SIP,5386.0,Delhi,Noida,T30,26-35,Male,6.8,Cheque,Verified
INV003723,2024-02-16,100033,Redemption,39870.0,Tamil Nadu,Chennai,T30,26-35,Female,10.9,UPI,Verified
INV003703,2024-02-16,119551,Lumpsum,118739.0,Karnataka,Bangalore,T30,36-45,Female,20.8,Net Banking,Verified
INV001583,2024-02-16,125498,SIP,426.0,Delhi,Gurugram,T30,18-25,Male,3.1,Mandate,Verified
INV000414,2024-02-16,120506,Lumpsum,295142.0,Tamil Nadu,Chennai,T30,36-45,Male,21.9,Mandate,Verified
INV004738,2024-02-16,120507,SIP,12259.0,Uttar Pradesh,Kanpur,B30,56+,Female,52.6,Cheque,Verified
INV002746,2024-02-16,119092,Redemption,136258.0,Delhi,Noida,T30,26-35,Male,23.2,Cheque,Verified
INV001008,2024-02-16,120842,SIP,8265.0,Rajasthan,Udaipur,B30,46-55,Male,85.8,Net Banking,Verified
INV004363,2024-02-16,102886,SIP,22933.0,Delhi,Noida,T30,26-35,Male,20.5,Mandate,Verified
INV001928,2024-02-17,148568,SIP,2595.0,Telangana,Hyderabad,T30,46-55,Female,29.2,UPI,Verified
INV000895,2024-02-17,119095,SIP,8107.0,Rajasthan,Udaipur,B30,26-35,Male,19.5,Cheque,Verified
INV003563,2024-02-17,118636,Lumpsum,115187.0,Haryana,Gurugram,T30,46-55,Male,41.8,Net Banking,Pending
INV000319,2024-02-17,148567,SIP,451.0,Maharashtra,Mumbai,T30,56+,Male,74.8,Cheque,Verified
INV003184,2024-02-17,119094,SIP,2999.0,Maharashtra,Pune,T30,26-35,Male,8.1,Cheque,Verified
INV001273,2024-02-17,118632,SIP,2339.0,West Bengal,Kolkata,T30,36-45,Male,18.7,UPI,Verified
INV003176,2024-02-17,119120,SIP,7200.0,Haryana,Gurugram,T30,46-55,Male,51.6,Net Banking,Verified
INV000593,2024-02-17,102886,Lumpsum,319239.0,Telangana,Hyderabad,T30,56+,Male,50.2,UPI,Verified
INV001188,2024-02-17,119120,Lumpsum,302627.0,Delhi,New Delhi,T30,18-25,Male,7.9,UPI,Verified
INV004271,2024-02-17,149323,SIP,15764.0,Maharashtra,Mumbai,T30,18-25,Male,3.2,Cheque,Verified
INV002373,2024-02-17,118633,SIP,5047.0,Maharashtra,Pune,T30,36-45,Male,56.3,Cheque,Verified
INV004849,2024-02-17,101206,Redemption,465631.0,Maharashtra,Pune,T30,46-55,Female,21.9,UPI,Verified
INV003468,2024-02-17,149323,SIP,9455.0,Madhya Pradesh,Indore,T30,36-45,Female,43.1,Net Banking,Verified
INV002667,2024-02-17,119094,Lumpsum,244753.0,Karnataka,Mysore,B30,36-45,Male,50.7,Net Banking,Verified
INV001166,2024-02-17,119094,SIP,1101.0,Punjab,Chandigarh,T30,26-35,Male,21.4,UPI,Verified
INV004135,2024-02-17,118635,SIP,15784.0,Tamil Nadu,Coimbatore,B30,26-35,Female,18.7,Cheque,Verified
INV000348,2024-02-17,101207,SIP,3493.0,Madhya Pradesh,Bhopal,B30,46-55,Female,94.4,Mandate,Verified
INV004134,2024-02-17,149323,SIP,4486.0,West Bengal,Kolkata,T30,36-45,Male,24.4,Cheque,Verified
INV002788,2024-02-17,102887,Redemption,23818.0,Uttar Pradesh,Agra,B30,26-35,Male,23.5,Cheque,Verified
INV000370,2024-02-17,119093,SIP,801.0,Delhi,Noida,T30,26-35,Female,12.4,Mandate,Verified
INV001116,2024-02-17,101206,SIP,2322.0,Haryana,Faridabad,B30,36-45,Male,17.8,Cheque,Verified
INV001118,2024-02-17,148567,SIP,2498.0,Haryana,Gurugram,T30,18-25,Male,6.7,UPI,Verified
INV002326,2024-02-17,102887,SIP,1806.0,Telangana,Hyderabad,T30,36-45,Female,33.2,UPI,Verified
INV000456,2024-02-17,125498,Lumpsum,65286.0,Karnataka,Mysore,B30,26-35,Male,17.2,UPI,Verified
INV004230,2024-02-17,148567,Lumpsum,331567.0,Karnataka,Bangalore,T30,18-25,Female,7.4,UPI,Verified
INV002657,2024-02-17,149324,Redemption,61793.0,Punjab,Amritsar,B30,36-45,Male,50.0,Mandate,Verified
INV002771,2024-02-17,120841,SIP,569.0,West Bengal,Kolkata,T30,36-45,Female,45.1,Net Banking,Verified
INV003479,2024-02-17,118634,Lumpsum,247032.0,West Bengal,Kolkata,T30,36-45,Female,44.7,UPI,Verified
INV001518,2024-02-17,119094,Redemption,235979.0,Karnataka,Mysore,B30,18-25,Male,3.9,Net Banking,Verified
INV002328,2024-02-17,101208,SIP,14446.0,Haryana,Gurugram,T30,26-35,Male,11.6,Cheque,Verified
INV001082,2024-02-17,101207,SIP,1196.0,Uttar Pradesh,Lucknow,T30,46-55,Female,64.2,Cheque,Verified
INV004751,2024-02-17,148568,SIP,25728.0,Maharashtra,Pune,T30,36-45,Female,15.6,Mandate,Pending
INV003788,2024-02-17,149323,Lumpsum,182284.0,Tamil Nadu,Chennai,T30,18-25,Male,3.1,Mandate,Verified
INV001654,2024-02-17,100033,SIP,57401.0,Uttar Pradesh,Lucknow,T30,36-45,Female,28.1,UPI,Verified
INV003054,2024-02-17,118634,SIP,806.0,Telangana,Hyderabad,T30,56+,Female,77.1,Mandate,Verified
INV000145,2024-02-17,120841,SIP,44890.0,Delhi,New Delhi,T30,26-35,Male,9.3,Net Banking,Verified
INV001759,2024-02-17,100016,SIP,855.0,Haryana,Faridabad,B30,36-45,Female,25.6,Cheque,Verified
INV002270,2024-02-17,119551,Redemption,387443.0,Madhya Pradesh,Indore,T30,46-55,Female,23.9,Cheque,Verified
INV001088,2024-02-17,125498,SIP,2694.0,Tamil Nadu,Coimbatore,B30,26-35,Male,15.3,UPI,Verified
INV004015,2024-02-17,118635,SIP,2064.0,Maharashtra,Mumbai,T30,18-25,Female,7.6,Cheque,Verified
INV004866,2024-02-17,120505,Redemption,304434.0,Madhya Pradesh,Bhopal,B30,36-45,Male,14.6,Net Banking,Verified
INV000853,2024-02-17,102887,SIP,932.0,Punjab,Chandigarh,T30,26-35,Female,8.0,UPI,Verified
INV002654,2024-02-17,120507,Lumpsum,127439.0,Delhi,New Delhi,T30,36-45,Female,38.2,Mandate,Verified
INV004009,2024-02-17,119092,SIP,947.0,Gujarat,Ahmedabad,T30,18-25,Male,5.6,UPI,Verified
INV002326,2024-02-17,119095,SIP,1177.0,Telangana,Hyderabad,T30,36-45,Female,33.2,Mandate,Verified
INV000577,2024-02-17,100016,Lumpsum,225534.0,Delhi,Noida,T30,36-45,Male,20.4,Mandate,Verified
INV004956,2024-02-17,120504,SIP,3595.0,Maharashtra,Mumbai,T30,46-55,Male,62.4,Mandate,Verified
INV003813,2024-02-17,119552,Lumpsum,108592.0,Rajasthan,Udaipur,B30,36-45,Male,23.6,Cheque,Verified
INV002097,2024-02-17,119598,Lumpsum,178252.0,Uttar Pradesh,Agra,B30,46-55,Male,64.5,UPI,Verified
INV001015,2024-02-17,120842,Redemption,244563.0,Haryana,Gurugram,T30,36-45,Female,21.1,Mandate,Verified
INV001526,2024-02-17,149323,SIP,3477.0,Madhya Pradesh,Bhopal,B30,26-35,Female,19.1,Net Banking,Verified
INV002876,2024-02-17,102885,SIP,2695.0,Uttar Pradesh,Kanpur,B30,36-45,Female,44.6,Net Banking,Pending
INV004980,2024-02-17,120841,Redemption,360503.0,Punjab,Amritsar,B30,36-45,Female,36.6,Net Banking,Verified
INV001063,2024-02-17,125498,SIP,8274.0,Haryana,Faridabad,B30,26-35,Male,24.1,Cheque,Verified
INV004427,2024-02-17,100033,SIP,21536.0,Punjab,Amritsar,B30,36-45,Female,54.2,Cheque,Verified
INV000094,2024-02-17,149323,Redemption,177357.0,West Bengal,Kolkata,T30,18-25,Male,3.7,UPI,Verified
INV004236,2024-02-17,119552,SIP,11316.0,Punjab,Amritsar,B30,26-35,Female,19.0,Net Banking,Verified
INV003261,2024-02-17,118634,SIP,6640.0,Punjab,Amritsar,B30,26-35,Male,10.5,Net Banking,Verified
INV000294,2024-02-17,120842,SIP,7286.0,Maharashtra,Nashik,B30,36-45,Female,30.8,UPI,Verified
INV001839,2024-02-17,120842,SIP,3029.0,Punjab,Chandigarh,T30,26-35,Male,18.6,Cheque,Verified
INV004409,2024-02-17,120503,Redemption,80706.0,Karnataka,Bangalore,T30,26-35,Female,7.2,UPI,Pending
INV001642,2024-02-17,119092,SIP,2024.0,Rajasthan,Jaipur,T30,56+,Female,20.5,UPI,Pending
INV004981,2024-02-17,120842,SIP,4950.0,Haryana,Faridabad,B30,18-25,Male,3.5,Cheque,Verified
INV001351,2024-02-17,100033,SIP,3450.0,Uttar Pradesh,Kanpur,B30,26-35,Male,8.5,Cheque,Pending
INV001513,2024-02-17,119552,SIP,17558.0,Madhya Pradesh,Indore,T30,18-25,Male,5.4,Net Banking,Verified
INV000902,2024-02-18,101208,SIP,1038.0,Maharashtra,Mumbai,T30,26-35,Female,6.0,UPI,Verified
INV003007,2024-02-18,120841,Redemption,48452.0,Haryana,Faridabad,B30,26-35,Male,21.8,Mandate,Verified
INV001656,2024-02-18,149324,SIP,10598.0,Madhya Pradesh,Bhopal,B30,26-35,Male,19.4,Cheque,Verified
INV004562,2024-02-18,120844,Redemption,224258.0,Telangana,Hyderabad,T30,26-35,Female,19.0,UPI,Verified
INV001039,2024-02-18,120841,Redemption,197253.0,Gujarat,Surat,T30,36-45,Male,12.8,UPI,Verified
INV001318,2024-02-18,119092,SIP,2891.0,Telangana,Hyderabad,T30,36-45,Male,59.3,UPI,Verified
INV000341,2024-02-18,125498,SIP,7006.0,Delhi,New Delhi,T30,26-35,Male,19.6,Cheque,Verified
INV004246,2024-02-18,148568,Lumpsum,225846.0,West Bengal,Kolkata,T30,36-45,Female,12.2,Net Banking,Verified
INV004246,2024-02-18,120842,SIP,972.0,West Bengal,Kolkata,T30,36-45,Female,12.2,Cheque,Pending
INV001680,2024-02-18,148567,Lumpsum,550258.0,Madhya Pradesh,Indore,T30,26-35,Male,22.8,Mandate,Verified
INV003109,2024-02-18,148569,Redemption,126257.0,Delhi,Gurugram,T30,26-35,Male,22.8,Net Banking,Verified
INV004066,2024-02-18,100025,Lumpsum,471204.0,Gujarat,Surat,T30,46-55,Male,30.8,Mandate,Verified
INV003620,2024-02-18,102886,Lumpsum,214405.0,Uttar Pradesh,Kanpur,B30,36-45,Female,15.7,UPI,Verified
INV002056,2024-02-18,100033,Redemption,160221.0,Madhya Pradesh,Bhopal,B30,18-25,Female,3.4,Net Banking,Verified
INV003126,2024-02-18,120504,Lumpsum,160523.0,Delhi,Gurugram,T30,26-35,Female,12.8,Mandate,Verified
INV003264,2024-02-18,120841,Redemption,202530.0,Haryana,Faridabad,B30,18-25,Male,4.9,Cheque,Verified
INV001954,2024-02-18,148567,SIP,4100.0,Uttar Pradesh,Agra,B30,26-35,Male,15.6,Net Banking,Verified
INV003224,2024-02-18,101208,Lumpsum,395652.0,Punjab,Amritsar,B30,26-35,Male,16.0,Mandate,Verified
INV003548,2024-02-18,120507,SIP,2841.0,Karnataka,Bangalore,T30,26-35,Male,23.3,UPI,Verified
INV000512,2024-02-18,120844,SIP,6266.0,Punjab,Amritsar,B30,46-55,Male,82.6,Cheque,Verified
INV004771,2024-02-18,148567,SIP,12724.0,Tamil Nadu,Coimbatore,B30,18-25,Male,6.6,Cheque,Verified
INV002984,2024-02-18,149324,SIP,23748.0,Delhi,Gurugram,T30,26-35,Male,18.1,UPI,Verified
INV003432,2024-02-18,119599,Redemption,336191.0,Uttar Pradesh,Agra,B30,56+,Female,11.2,UPI,Verified
INV002575,2024-02-18,120842,SIP,6113.0,West Bengal,Kolkata,T30,18-25,Male,7.9,Cheque,Verified
INV000296,2024-02-18,101206,Lumpsum,15076.0,Madhya Pradesh,Indore,T30,26-35,Male,16.7,Mandate,Pending
INV000554,2024-02-18,120844,SIP,27448.0,Delhi,Noida,T30,36-45,Male,12.3,Cheque,Verified
INV002128,2024-02-18,149323,Lumpsum,331450.0,Rajasthan,Udaipur,B30,26-35,Female,21.6,UPI,Pending
INV001602,2024-02-18,119093,SIP,17712.0,West Bengal,Kolkata,T30,36-45,Male,27.0,Cheque,Pending
INV001023,2024-02-18,149323,Lumpsum,290062.0,Gujarat,Ahmedabad,T30,36-45,Male,27.1,Cheque,Verified
INV001797,2024-02-18,120505,Lumpsum,205160.0,Punjab,Amritsar,B30,26-35,Female,6.8,Cheque,Verified
INV004033,2024-02-18,118632,Lumpsum,41975.0,West Bengal,Kolkata,T30,36-45,Male,56.1,Mandate,Verified
INV002756,2024-02-18,119095,SIP,4379.0,Delhi,Gurugram,T30,36-45,Male,49.7,Net Banking,Pending
INV001796,2024-02-18,148567,Redemption,293802.0,Telangana,Hyderabad,T30,18-25,Male,6.7,Net Banking,Verified
INV002632,2024-02-18,120505,SIP,24777.0,Tamil Nadu,Chennai,T30,26-35,Female,14.1,UPI,Verified
INV003725,2024-02-18,119552,SIP,591.0,Gujarat,Ahmedabad,T30,26-35,Female,8.4,Net Banking,Verified
INV002049,2024-02-18,119094,SIP,1825.0,Tamil Nadu,Coimbatore,B30,36-45,Female,36.8,Mandate,Verified
INV002053,2024-02-18,119120,SIP,2089.0,West Bengal,Kolkata,T30,26-35,Male,8.8,Mandate,Verified
INV000236,2024-02-18,120843,SIP,2050.0,Karnataka,Bangalore,T30,36-45,Male,26.2,Mandate,Verified
INV002662,2024-02-18,149324,Lumpsum,145074.0,Tamil Nadu,Coimbatore,B30,26-35,Male,20.5,UPI,Verified
INV004447,2024-02-18,148567,SIP,2993.0,West Bengal,Kolkata,T30,36-45,Female,53.4,Cheque,Verified
INV004510,2024-02-18,119094,Lumpsum,204920.0,Haryana,Gurugram,T30,56+,Male,71.8,Net Banking,Verified
INV000851,2024-02-18,125498,SIP,8379.0,Tamil Nadu,Chennai,T30,36-45,Male,39.2,Cheque,Pending
